 2016-12-28 15:15:34,816 [P2496/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.6 application starting on WS396
 2016-12-28 15:26:14,665 [P2496/D2/T72] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2016-12-28 15:26:14,665 [P2496/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2016-12-28 15:26:14,665 [P2496/D2/T69] INFO  Umbraco.Core.MainDom - Stopping...
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Core.MainDom - Released MainDom.
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2016-12-28 15:26:14,666 [P2496/D2/T69] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2016-12-28 15:26:26,027 [P2496/D3/T81] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.6 application starting on WS396
 2016-12-28 15:26:26,041 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-12-28 15:26:26,047 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Hash determined (took 6ms)
 2016-12-28 15:26:26,104 [P2496/D3/T81] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2016-12-28 15:26:26,105 [P2496/D3/T81] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2016-12-28 15:26:26,115 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-12-28 15:26:26,172 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 57ms)
 2016-12-28 15:26:26,211 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-12-28 15:26:26,212 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 0ms)
 2016-12-28 15:26:26,212 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-12-28 15:26:26,213 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2016-12-28 15:26:26,223 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-12-28 15:26:26,224 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 1ms)
 2016-12-28 15:26:26,225 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-12-28 15:26:26,229 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 4ms)
 2016-12-28 15:26:26,294 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-12-28 15:26:26,295 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2016-12-28 15:26:26,296 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-12-28 15:26:26,297 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 1ms)
 2016-12-28 15:26:27,015 [P2496/D3/T81] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-28 15:26:27,143 [P2496/D3/T81] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-28 15:26:27,161 [P2496/D3/T81] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-12-28 15:26:27,198 [P2496/D3/T81] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-12-28 15:26:27,215 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-12-28 15:26:27,217 [P2496/D3/T81] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 1ms)
 2016-12-28 15:26:27,372 [P2496/D3/T81] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-12-28 15:26:27,374 [P2496/D3/T81] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-28 15:26:27,659 [P2496/D3/T81] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 1686ms)
 2016-12-28 15:26:28,188 [P2496/D3/T66] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:1984/umbraco (UmbracoModule request)
 2016-12-28 15:26:44,712 [P2496/D2/T43] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: ConfigurationChange

_shutDownMessage=Change in App_Offline.htm
HostingEnvironment initiated shutdown
Change in App_Offline.htm
Change in App_Offline.htm
Change in App_Offline.htm
Change in App_Offline.htm
Change in App_Offline.htm
CONFIG change
CONFIG change
HostingEnvironment caused shutdown

_shutDownStack=   at System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   at System.Environment.get_StackTrace()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   at System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   at System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   at System.Web.HttpRuntime.OnAppOfflineFileChange(Object sender, FileChangeEvent e)
   at System.Web.DirectoryMonitor.FireNotifications()
   at System.Web.Util.WorkItem.CallCallbackWithAssert(WorkItemCallback callback)
   at System.Web.Util.WorkItem.OnQueueUserWorkItemCompletion(Object state)
   at System.Threading.QueueUserWorkItemCallback.WaitCallback_Context(Object state)
   at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   at System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   at System.Threading.ThreadPoolWorkQueue.Dispatch()
   at System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
 2016-12-28 15:30:03,157 [P2496/D3/T66] INFO  Umbraco.Core.MainDom - Stopping...
 2016-12-28 15:30:03,158 [P2496/D3/T66] INFO  Umbraco.Core.MainDom - Released MainDom.
 2016-12-28 15:30:03,158 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-12-28 15:30:03,158 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-12-28 15:30:03,159 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2016-12-28 15:30:03,159 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2016-12-28 15:30:03,159 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2016-12-28 15:30:03,159 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2016-12-28 15:30:03,209 [P2496/D3/T66] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2016-12-28 15:30:07,278 [P2496/D4/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.6 application starting on WS396
 2016-12-28 15:30:07,292 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2016-12-28 15:30:07,299 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 6ms)
 2016-12-28 15:30:07,331 [P2496/D4/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2016-12-28 15:30:07,332 [P2496/D4/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2016-12-28 15:30:07,336 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2016-12-28 15:30:07,566 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 229ms)
 2016-12-28 15:30:07,576 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2016-12-28 15:30:07,580 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 3ms)
 2016-12-28 15:30:07,580 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2016-12-28 15:30:07,585 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 4ms)
 2016-12-28 15:30:07,594 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2016-12-28 15:30:07,599 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 4ms)
 2016-12-28 15:30:07,599 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2016-12-28 15:30:07,604 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 4ms)
 2016-12-28 15:30:07,627 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2016-12-28 15:30:07,631 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 4ms)
 2016-12-28 15:30:07,632 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2016-12-28 15:30:07,635 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 3ms)
 2016-12-28 15:30:08,247 [P2496/D4/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-28 15:30:08,364 [P2496/D4/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-28 15:30:08,369 [P2496/D4/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2016-12-28 15:30:08,380 [P2496/D4/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2016-12-28 15:30:08,389 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2016-12-28 15:30:08,394 [P2496/D4/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 4ms)
 2016-12-28 15:30:08,500 [P2496/D4/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2016-12-28 15:30:08,504 [P2496/D4/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2016-12-28 15:30:08,581 [P2496/D4/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 1351ms)
 2016-12-28 15:30:08,671 [P2496/D4/T32] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:1984/umbraco (UmbracoModule request)
 2016-12-28 15:30:08,967 [P2496/D4/T32] INFO  umbraco.content - Load Xml from file...
 2016-12-28 15:30:08,969 [P2496/D4/T32] INFO  umbraco.content - Loaded Xml from file.
 2016-12-28 15:30:09,267 [P2496/D4/T32] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2016-12-28 15:30:09,279 [P2496/D4/T32] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 12ms)
 2016-12-28 15:30:15,995 [P2496/D4/T32] WARN  Umbraco.Core.Models.Member - Trying to access the 'PasswordQuestion' property on Umbraco.Core.Models.Member but the umbracoMemberPasswordRetrievalQuestion property does not exist on the member type so a default value is returned. Ensure that you have a property type with alias: umbracoMemberPasswordRetrievalQuestion configured on your member type in order to use the 'PasswordQuestion' property on the model correctly.
